주먹밥	8518
레이어	2942
같았습니다	8331
동료	3882
쿠폰	1289
불가능한	9276
조명	3063
처리	636
보자마자	7615
쳐다	8202
오랫동안	1264
막상	3236
tea	6698
장판	10511
로고	1934
싫어진다	9093
닦았는지	10383
녹아내림	39
전자	3943
pick	8108
tee	8679
가가	8777
포인트	2975
#나들이	9184
되네	8642
왈부	8701
분들껜	8771
빠는	8274
적어요	1250
트렌드	5046
푸어	8158
먹던	1996
오랜만	5366
않지만	951
맥북	5803
그런게	4997
괜찮다	6168
즐겼다	9255
각각	7502
노스	9877
버블티	353
하겠는데	6579
없다고	1755
표준	5946
되어있던데	8866
경해	7961
2시간	777
100%	2525
느끼한	2299
넘침	3933
하던거	10585
느끼함	1920
싸가지	462
빌딩	3246
됐습니다	4027
보너스	9196
적혀있는	9164
화차	5082
깨끗하고	75
들어와	3007
기대도	4751
프리미엄	4224
pies	6706
차이	2239
형편	4714
추웠어요	8212
after	6557
들어옴	8213
"가격	8027
조용조	5842
하다면	7389
어딘가	8066
배불러서	5238
들어올	4137
구경해	9924
좁습니다	7418
들어온	4828
쨍그랑	440
힘들어요	4642
예약	1735
트렌디	1447
종로	5205
젊은	1876
번가	2469
the	3372
왠만한	5261
넛츠	8858
맹물	747
졸맛	3672
버거	5373
편하게있을수있는	9266
다녀갑니다	9372
오믈렛	3726
왠만해	9944
반겨주는	1356
라이트	7664
생각남	2893
good	4890
없을듯	186
맛없어요	694
나눠져서	4225
했었는데	2532
스트레스	3447
겠습니다	5640
시원하다	8721
에그타르트	57
가게	300
챙겨서	10180
마셔	355
깨끗하게	3344
10시	4273
생긴게	4818
최고급	10522
더워서	5820
뭍힌채	7471
높아진	10477
놀숲	7359
나쁘지는	3332
펼쳐져있고	4379
경험	1615
타르	10596
반말	2531
아무튼	691
생긴거	5050
아인슈페너	2312
제아	9144
내리는	3042
멀다	5947
서러워서	9578
생각날	5491
가겠	10447
눅눅	8413
열정	3791
컸나	8795
들어가려하니	10672
가격	178
11시	1031
두고는	6422
됐다	1886
해야하는	4935
만석	2107
그러고	8844
사가	4622
사각	8769
적당합니다	6495
한가해서	2685
써있어서	5098
스케일	2384
쓰려고	8791
그런건	3639
점원	1910
12시	422
물품	7509
어디가	3695
그런거	3873
잘한	9736
좋았지만	938
딸케	10261
찾아	6567
가공	6641
"아메리카노	6372
그리울줄이야	8950
꾸리	8809
말안하면	9314
드릴게요	1376
간건	5720
multiple	9964
나빴네요	8367
찾아가	1772
계피	3611
쳐도	8182
격입니	8892
알리고자	8340
한건데	9344
괜찮던데	4441
불가능	5253
가곤	6340
타이밍	6663
래야	5620
드시는거	1495
가고	2555
비뚤	9641
ㅁㅏㅅㅇㅣㅆㅇㅓㅇㅛ	6267
suitable	8526
만세	7015
전문성	7659
13시	8122
외로	8751
종료	2674
해야하니	10504
그렇습니다	4268
적혀있던	3310
절제	7446
리아	4573
파는	1005
타마	10319
쓰시는게	9947
연주	5163
가관	3074
오스	1538
14시	10306
절절	4463
굴다리	8930
동그라미	8337
reminds	10321
기대했는데	480
오시	4022
원금	9454
흘러나오고	10088
ㅠㅁㅠ	10271
레시피	875
구석	1103
오신	9006
넣어주시던데	9361
납니다	2712
굉장히	1507
간격	524
특별	6564
휴게실	7755
메리트	4826
하고싶지는	10792
쾌적해요	82
아쉬웠고	3465
시켰습니다	6204
문하	7951
15시	7222
연중	8229
않나요	6760
덩이	3645
정원	389
같네용	7754
구역질	9515
대표	2267
반면	8292
싶어지는	7814
둘러앉아있어서	8743
프렌들리	9895
구성	2707
오심	5809
생겼어요	7583
멀쩡히	10170
기다려	634
였음	2599
top	6876
같네요	3794
모으는	5732
too	7937
알갱이	8608
2-3	3963
have	6144
오실	9936
지르면서	9319
맛보다	8635
봐야겠다	2219
가보세요	3388
팔아서	5170
됐던	2869
필요하지만	10664
지극히	2928
싶었다	8977
예외	10355
종류	142
되는	869
아름다운	6181
스티커	1592
갈것	2690
불만족	9271
되고요	3877
사게	9085
가구	4653
2.5	5210
간곳	8781
갈거	1834
않아야	10670
파우더	2164
리얼	490
회용	3077
핑계	6283
찾으시면	1323
네트웍	8879
푸석푸석	6834
빨대	4130
갈게	3035
당할	7553
너무한거	8602
cpa	10250
2/3	5109
해준다고	4657
당함	8050
