여종	3931
주먹밥	4067
관광	3636
다니는	1591
시끄러워	1798
쿠폰	507
넣고	4220
조명	2412
처리	2322
막상	1297
tea	2954
닦았는지	5281
would	3307
포인트	1162
식은	5050
올려주셔요	5519
하기가	2984
왈부	4176
깔끔해져서	5282
적어요	486
먹던	898
아보	4302
길이	4519
않지만	286
초창	4086
시작	393
뜨아는	5252
괜찮다	3146
싫어	3178
즐겼다	4537
그렇지	2113
화가	1719
해유	1814
버블티	2654
없다고	748
표준	5475
재밌네	1078
해줘서	2457
100%	1005
2시간	1369
느끼한	945
느끼함	914
스카	4623
싸가지	1520
되는듯	2185
프라이	2154
빌딩	5025
양도	645
화차	2105
깨끗하고	1754
바라보는	2592
알바	1634
기대도	4472
기존	2349
시장	2578
pies	2966
차이	1301
내면	4253
형편	4342
quiet	3328
들어옴	3879
주지	2115
도시락	1527
한라봉	2053
조용조	3013
어딘가	4709
배불러서	2244
였습니다	1680
예쁜데	2038
널찍하게	4468
좁습니다	4530
서브	3789
비엔나	1196
쨍그랑	5051
부근	4276
힘들어요	4025
예약	723
아낌없이	4814
휑함	5321
트렌디	664
종로	4581
젊은	826
더럽고	3396
시끄러운	2138
the	2779
많아서	63
시끄러울	3476
맹물	3871
드립	262
불편하지만	1614
버거	2507
개존잼	4659
없구	1919
사평대로	686
맛있지	971
편하게있을수있는	4555
맛있진	134
피치	4876
생각나는	226
이름	570
반겨주는	2443
라이트	3663
후무스	4257
good	2281
없을듯	3440
맛없어요	888
했었는데	1390
먹었습니다	3028
데려갔답니다	5363
에그타르트	3
가게	622
줄줄	2015
마셔	735
10시	4312
이리	2199
가체	2471
번창	611
깎아	5272
서빙	377
나쁘지는	1327
피칸	641
시점	4694
경험	1059
아무튼	1287
아인슈페너	943
내리는	1261
컨디션	1423
멀다	5612
시절	854
안보	4337
생각날	2909
끝나는	3772
하셨겠죠	3974
열정	4007
들어가려하니	5429
가격	140
11시	385
겉바	3450
됐다	843
그러면서	5293
기준	1022
만석	3982
대도	1655
같지	2871
매진이라고요	5348
점원	865
12시	218
물품	4976
그런거	2057
연남동	3109
떠들고	4955
잘한	4808
좋았지만	274
찾아	4383
식전	4959
가공	4118
꾸리	4239
말안하면	4594
점장님	5178
알리고자	3929
괜찮던데	1846
불가능	2637
불구	903
래야	3174
야할듯	899
가고	1853
도저히	2391
ㅁㅏㅅㅇㅣㅆㅇㅓㅇㅛ	2792
낫밷	4620
같았다	999
만세	3236
전문성	3657
한쪽	4141
오슈	4059
그렇습니다	3682
향수	3411
들를	4256
리아	1901
파는	350
타마	5243
씹는줄	4595
아쉽습니다	1165
오스	2025
14시	5231
초초	5076
콜롬비아	2472
동그라미	3926
기대했는데	1264
오시	2796
휘핑	2355
레시피	2660
구석	3881
오신	4385
납니다	2524
보내기	4241
스콘	49
뜬다	5467
굉장히	1223
간격	2466
seoul	3325
휴게실	5479
비싸지만	2454
메리트	3402
쾌적해요	941
대치동	5026
촉촉	2696
않나요	4824
중정	301
정원	185
어마어마해요	3976
들릴	2241
대표	3997
언제나	2470
충분하고요	5394
들림	1904
끼시지	5201
구성	1138
오심	2580
였음	1117
top	3092
기다려	4110
같네요	3220
16시	5360
입력	1485
have	3312
없어요	1607
또한	1200
들린	2437
봐야겠다	926
팔아서	2153
지극히	5095
뚜렷한	4132
싶어	2074
싶었다	5217
종류	72
되는	1177
아름다운	2734
섞어서	3209
스티커	2582
갈것	1118
카운터	1488
저렴한데	1652
특이하고	1202
2.5	2202
가구	3435
간곳	4235
아주머니	1712
파티	382
환경	4183
파우더	912
먹는데	2808
무례한	3385
리얼	1980
네트웍	4284
보는데	820
산책	1438
기질	3403
빨대	1662
한마디	4310
아닙니다	4626
사체	5345
갈게	1248
리스트	2728
원칙	5425
2/3	4693
스크래치	4931
파스타	922
이면	3177
남겼어요	2160
등록	4370
슈패너	2067
특이하게	1125
해주시고	1309
안좋은	1266
실제	1435
싫을	2875
가만히	5165
수많은	872
결론	2358
그러니까	3865
되니	450
일리	4376
시간대	308
스니퍼	3819
버티고	5559
사고	2998
설빙	1621
시중	2531
싫은	4055
좋으나	717
소통	2699
대부분	491
시끄러울수	5229
were	2943
밍밍	1008
안되서	4351
건너편	3417
찍찍	3629
팍팍	1752
try	3372
그날	2991
같네여	3776
들린다고	5413
판단	5149
부코	4278
제외	3807
적지	4269
나오면	1583
사과	1404
케냐	3532
드문	4805
마스	1193
가능한	1700
모임	1910
글루텐	785
212	687
갈수록	2237
라지	4262
본다면	4843
먹으니	155
아니여서	5476
독보	5303
옵션	1884
친절하세	4229
floor	3353
까요	540
빨라요	2158
배려	2609
감각	2891
바게뜨	4151
대등	5346
먹었는데	744
예쁘고요	3727
쫌팽	5060
일부러	2092
가능해요	3138
신선한	1304
렐레	3101
평범	1817
프렌치토스트	3253
앉을수가	4044
그다지	4377
그냥	120
광고	1598
들어요	980
진해서	151
해주셨어요	3093
모자	4340
조용해서	236
사거리	3883
해줌	4556
마시	52
시끄러워서	1034
쫀득	993
정작	4242
맘모스	5605
달라	1188
슈페	1015
순삭	2809
마실	94
목장	813
문화	1132
잔뜩	3069
꿀맛	3690
커피우유	4391
화장실	457
쑥맛	4090
궁금궁금	649
마신	3667
쁘띠	3200
beautiful	3337
해주	5135
없습니다만	5203
널널	1976
페스	2399
해준	3603
가니까	1854
만들어주세요	3979
점점	3952
기다렸다가	5101
유일하게	3792
답답하지	4163
양해	5478
지도	1686
보이지	285
놔서	2824
좋겟어요	3749
그랬지만	2495
ㅜㅋㅋㅋ	90
가긴	4725
어렵지	5268
남겼습니다	1046
깊은	2815
가기	345
들어가지	3057
생일	1505
시즌	2732
즐링	2921
가길	2292
하게	681
2만원	4218
남산타워	2601
에그	2293
마싯	3850
초기	2334
맛있졍	4695
오래오래	2291
안락한	4467
#가락동빽다방	4882
드디어	624
24시간	1995
아니라서	1007
한참	1576
가는듯	4618
세번	2563
예의	4517
대한	1705
드시면	3047
가치	710
대학	2312
latte	3302
불친절	266
가까	5387
한개	3730
쾌적하고	1842
명찰	4577
된다	2929
국수	5300
위주	3988
몇개	2121
대해	3131
친절하신	2607
수플레	1396
씁쓸하다	5168
넣는걸	5234
동문	3917
찍고	1787
울리고	2895
싶으신	3631
어떡해요	4856
목적	509
분이셨어요	5295
bbbbb	4997
드려요	547
카페모카	3961
시지	3577
하실거면	4078
오는데	2810
차지	2518
행위	4483
맛있다는	2846
스타	5336
당황	1792
두고	2037
진동	3420
그만큼	3729
주간	2251
놔주던지	5517
하고	724
하더군요	3824
동물	1516
아니네요	3990
마카롱	472
넘나	1256
하시네요	2741
아늑하니	4240
클래식	4
느끼는	2514
스크린	3773
이었어요	1943
본사	3488
미쳤다	3491
스탠	4701
저쪽	5430
했을	167
홍콩	819
오렌지	4061
쳐다보기만	4124
찾으	546
않았겠죠	4677
예뻐서	804
일몰	324
가꾸고	3999
만한데	5419
주차	44
스탑	2981
중증	3972
소비자	5449
메뉴	95
뉴욕	4970
죄다	3746
있다는	1058
리뉴얼	2383
이었습니다	1403
되어서	1957
스탈	4455
몰의	3820
달았다	15
셔리	3893
커피	0
울렸어요	5037
환기	323
away	3381
와서	1212
30분	1231
본데요	1882
쓰지	1762
가보니	2864
같다고	3266
같았는데	3692
괜찮았음	1122
걷다가	2435
쓸려고	3713
청계산	4275
나쁜	1267
땅콩	3466
자로	4684
달다어요	556
부러지게	2835
커피집	2787
찾은	4324
편안하네요	3589
했음	1636
찾을	3008
여쭤	4661
회전	994
프라	2340
쓰레기	2644
예전	620
쭈아	3735
적당해서	4453
반박	4664
제작	1733
만족하고	4047
입맛	153
넓지만	1694
풀이	1773
해주시	1998
있다니	1945
stylish	4196
같습니다	722
점주	3158
해주시길	5255
들었는데	1872
반미	4605
신지	2321
제일	1620
맛있긴한데	485
하시질	4857
카페라테	5310
붙어있어서	5389
가다가	1881
다른	85
아니라	862
대형	2745
다양하지	3801
가능하고	3055
직하고	1445
입장료	709
있었음	2274
학교	2687
하구	1381
싶음	1550
다를	3065
들어서면	1217
싶은	1051
르그	3574
하신거죠	2166
예정	1747
싶을	2415
소파	336
돋보였습니다	3264
쉬러	5199
맛있었지만	3550
커피점	5375
이미	874
사기	3224
살구	5207
씁니다	3759
잘해야	3728
계란	10
낮아서	957
학구	1997
재개발	4730
먹어서	727
터치	2747
숟가락	5224
빌런	5452
느려요	1004
다쿠아즈	743
할것	1115
나더라구요	1269
들어가자마자	4597
벗고	1349
대화	1215
ㅋㅋㅋㅋㅋ	55
어느	287
있으면	2150
상가	3860
쉬는시간	4023
bright	3286
동반	1517
알고싶은	1341
손님	493
lot	3287
별다방	3841
초코	99
워낙	2566
부탁	1663
명동성당	3822
내부	306
아기자기	2329
다리	4744
얹어주고	4985
불편함이	860
체리	2985
과자류	3797
무려	2032
빠지곤	4249
#스타벅스문정로데오점	4891
예쁘다	808
최악	2881
얻어가요	4641
까놀레	4788
좋겠음	1640
모르겠으나	4588
하는것도	4823
기발하다	584
1분	1935
다녀서	3031
교우	5208
바보	1143
신선도	3901
좁은데	902
사이드	2527
특별하지	2746
알겠는데	2082
주고	2535
다만	548
특별하진	4281
걸었습니다	3082
지하	1578
friendly	4197
tell	3334
나머진	5159
한국	3051
벗을수가	4291
이번	3415
불편해요	2448
나머지	2822
아저씨	1711
순수한	5061
나서	1121
갔더니	875
이었다	2999
심각한	3489
서서	2501
최애	1524
day	2956
주관	4678
아늑하도	4850
갖고	4120
맛있죠	2313
딴데가겠죠	5376
갔었는데	3003
찐으로	5112
부터	391
전화했을	5460
아니에요	1780
done	3288
지해	4180
씹히고	1953
받았습니다	3056
레몬	423
올려진	4105
3000원	2013
끝내기	2555
좋았구요	610
9천원	3456
러브	4714
녹아요	5200
솔트	541
섬세한	2931
기간	3834
하기	937
프로	3904
리저	1926
교육	1660
솔티	4992
요런	5260
그니	1134
하긴	402
가까워서	3876
반복	4779
용한	4243
제조	2346
되는데	1736
속도	1449
맛있었음	1031
4분	5568
없습니다	1608
크로크마담	3073
스크래처	4743
난생	4830
찍기	1306
다양해요	2041
게이샤	3762
없는듯	2632
영향력	3968
모여오셔서	3098
단맛	1838
자세히	2480
괜춘	1111
특별함은	3045
플라워	4583
아니었음	2378
실패한	1149
5분	173
초콜릿	121
낡았습니다	5134
신림로	573
같고	1075
싶었는데	1969
두기	469
걸려요	2419
그닥	745
비린	2767
이만원	4781
단말	5455
없으면	948
진한	1260
3시간	2368
주십니다	209
자리	700
일반	998
플랫	16
없으며	4389
내후년	4403
나이프	3442
병원	1987
되어있지	4075
강추	685
집도	4720
뜰때	5106
했습니다	577
탄산수	2806
잡힘	1627
무료	1370
볼수있어	5602
잡힌	1394
맛있긴	775
선선	1455
저가	2254
떠드는	2781
음료수	1346
유의	835
울리는	1797
치자	5448
영등포	363
스벅중	3124
편안하고	1131
넓다	2983
비슷한	924
이상한	3175
뭐해	1050
하겠어요	5083
맙시	3711
없었음	3742
방문	161
이미지	2674
불편하게	1296
검사	3973
그러네요	3992
생겼으면	5322
둘이서	1775
고픈	4202
커피컵	3598
가끔	465
되어있습니다	5570
유일	3715
불러야	5084
앵무	4660
채워져있었네요	4776
있었으면	79
입문	1053
의사	960
안됩니까	4978
노원	2064
불친절하기로	4756
달린	5088
맛있으니까	3768
교자	5598
달리	2455
선생님	5356
갖춘	2908
미세	4533
알아서	1710
힘들기	5316
검색	4369
하지만	337
ㅠㅜㅜ	487
스튜	2737
합계	4871
떨어져서	2007
머랭	2171
소품	1181
버클	5553
질겅거려	5609
유자	3064
staff	2608
넘는	4010
파인애플	1080
쇼콜라	1914
쫀뜩	2722
없겠다	1263
필터	3886
좋고요	538
합격	4390
줄곧	4475
did	2946
보시	2694
그러나	856
있었네요	1246
가로수길	2633
좋아했던	2285
기계	3652
탐앤탐스	4020
친절해서	215
후식	3770
카카오	2469
언덕	3114
떨어짐	3405
많지만	690
행주	2256
쌓아	5246
아쉬웠음	1199
막아	809
가나	1426
마사지	2625
먹어야	2017
바랍니다	613
마셨다	3859
내려온	4225
품절	2327
부라타	3074
아직도	3686
장히	4264
고함	1646
당연한	3190
묵직하고	4806
두께	5401
맛없는데	807
깊지	5080
벌꿀	5343
취향	637
그랬습니다	4564
넣어주셔서	4943
없었지만	5031
비싼것	3718
#갬성카페	567
맛있네용	1068
끼어	1567
시간	75
저격	638
적게	11
물론	833
11월	4209
보이는데	2132
현금영수증	4852
스트로	1448
그려진	1590
시각	304
아까워	3787
아쉬워진	4552
맨손	5172
차가	4357
맛있네요	530
다이어트	647
스팀	4378
청결하고	3024
6000원	3911
미쳤어요	1011
overwhelmed	3340
mugwort	3352
이였던	2236
back	2968
그치만	1159
없네요	1354
식감	532
만씨	5364
비싸고	1707
다다다	2487
짭쪼롬	4951
패티	4961
팔아요	4313
아까운	3587
들었음	3198
연결	365
멀웨어	4750
편하게	907
될듯	3828
24시	3716
바빠	4074
길가	5337
대량	1785
월넛	3113
느껴져	4171
근데	448
까지	2003
엄청나게	3036
착각	4640
골드	5441
깔끔하다	2932
스팟	3845
일본	1542
바리스타	3503
불편하고	1967
적고	2127
쾌적합니다	2485
이유나	5143
부리고	3806
유정	3214
찻집	2915
일일이	1489
찍혀서	4932
#요미스라이스요거트	4906
스팅	3519
넣어서	3731
좋을듯	708
이브	4721
호두	2492
몰라서	1819
싱싱하니	5182
확실히	2766
만족해요	2051
페어	4544
않은거	3572
맛없어서	1190
가넝	5177
음식	32
중간	2275
주신다	3526
하시길	612
심하네요	2536
짠단	1030
달고나	2195
남사	2863
인분	1140
버리네요	2647
빠르게	1056
이었으나	2928
3-4	2516
덩어리	2111
느껴졌어요	3223
안되어	2517
깔끔하니	2833
많아	2068
돼있어서	4418
곳도	3248
남는샷	212
더워요	2663
정확하게	3989
말씀	3061
심심한	3238
전체	1157
특색	981
being	2945
프슈페	5433
같긴	788
울려서	887
프리	786
전시회	4330
친절	326
자몽	1959
미숙	2659
3.5	2208
버터	531
뵈르	5610
고소함이	4542
길게	1597
don	3301
않았음	3877
했잖아요	4526
시청	4052
대로	2434
강아지	442
느껴질	4848
블렌딩	5118
느껴진	634
known	3355
느껴짐	2047
많았어요	2308
케이크	100
있지는	982
없었습니다	2221
man	2944
치열할	3906
비싸긴	1120
부담	1932
왕성	2403
연구	4300
07~24	4127
만들어주는것도	4833
#스타벅스	4896
아늑하고	2170
열고	1408
사나	3507
가이드	4967
아무런	1353
요리	169
리지	2048
가급적	2585
블렌드	517
해주셨는데	4847
성산	5119
앉아있으면	3080
먹어요	3168
하셨는데	2389
신건	1228
#coffeeatworks	4918
다녀요	4933
무서움	3751
노점	3868
2020.07	4706
럼블	147
2020.06	4705
으아	5127
